,state,city,status
2374,FL,TALLAHASSEE,1505
2375,FL,TALLLAHASSEE,1
2376,FL,TAMA,20
2377,FL,TAMAPA,14
2378,FL,TAMARAC,51
2379,FL,TAMPA,18639
2380,FL,"TAMPA,",1
2381,FL,TARPON SPRINGS,28
2382,FL,TARRYTOWN,1
2383,FL,TAVARES,39
2384,FL,TAVERNIER,3
2385,FL,TEMPA,7
2386,FL,TEMPE,2
2387,FL,TEMPLE TERRACE,798
2388,FL,TEQUESTA,2
2389,FL,THE COLONY,3
2390,FL,THE VILLAGES,23
2391,FL,TITUSVILLE,42
2392,FL,TREASURE ISLAND,3
2393,FL,TRENON,1
2394,FL,TRENTON,13
2395,FL,TRINITY,8
2396,FL,UNIT 400,1
2397,FL,UNIVERSITY PARK,4
2398,FL,VALRICO,2
2399,FL,VENICE,19
2400,FL,VERO BEACH,56
2401,FL,VIERA,1
2402,FL,VILLAGE OF PALMETTO BAY,5
2403,FL,VIRGINIA GARDENS,8
2404,FL,W. MELBOURNE,1
2405,FL,WATERSOUND,2
2406,FL,WATERTOWN,1
2407,FL,WAUCHULA,6
2408,FL,WEIRSDALE,2
2409,FL,WELLINGTON,167
2410,FL,"WELLINGTON, SUITE 100",1
2411,FL,WESLEY CHAPEL,298
2412,FL,WEST MELBOURNE,11
2413,FL,WEST MIAMI,1
2414,FL,WEST PALM BEACH,744
2415,FL,WEST PARK,4
2416,FL,WESTON,448
2417,FL,"WESTON,",1
2418,FL,WEWAHITCHKA,1
2419,FL,WILDWOOD,4
2420,FL,WILLISTON,4
2421,FL,WILTON MANORS,5
2422,FL,WIMAUMA,1
2423,FL,WINDEMERE,3
2424,FL,WINDERMERE,24
2425,FL,WINDMERE,1
2426,FL,WINTER  SPRINGS,36
2427,FL,WINTER GARDEN,16
2428,FL,WINTER GARDENS,1
2429,FL,WINTER HAVEN,19
2430,FL,WINTER PARK,172
2431,FL,WINTER SPRINGS,39
2432,FL,WINTERHAVEN,1
2433,FL,WINTERPARK,1
2434,FL,WWEST PALM BEACH,1
2435,FL,YULEE,1
2436,FL,ZEPHYRHILLS,7
2437,GA,30071,2
2438,GA,75 5TH STREET NW STE 326,1
2439,GA,A,1
2440,GA,ACWORTH,14
2441,GA,ADAIRSVILLE,5
2442,GA,ADDISON,1
2443,GA,ALBANY,80
2444,GA,ALMA,2
2445,GA,ALPAHARETTA,82
2446,GA,ALPAHRETTA,8
2447,GA,ALPHARETTA,17043
2448,GA,"ALPHARETTA,",52
2449,GA,ALPHARETTTA,1
2450,GA,ALPHRETTA,2
2451,GA,ALTAMONTE SPRINGS,1
2452,GA,ALTANTA,4
2453,GA,ALTO,1
2454,GA,AMERICUS,53
2455,GA,APHARETTA,3
2456,GA,APLHARETTA,14
2457,GA,ASHBURN,6
2458,GA,ATANTA,2
2459,GA,ATHENS,619
2460,GA,ATLANA,1
2461,GA,ATLANT,1
2462,GA,ATLANTA,25344
2463,GA,ATLNATA,1
2464,GA,AUBURN,1
2465,GA,AUGUSTA,447
2466,GA,AUSTELL,18
2467,GA,AVONDALE ESTATES,1
2468,GA,BAINBRIDGE,5
2469,GA,BALL GROUND,10
2470,GA,BARNESVILLE,6
2471,GA,BARTOW,1
2472,GA,BAXLEY,3
2473,GA,BERKELEY LAKE,509
2474,GA,BLAIRSVILLE,4
2475,GA,BLUE RIDGE,2
2476,GA,BOGART,3
2477,GA,BOWDON,3
2478,GA,BRAIRCLIFF ROAD,1
2479,GA,BRASELTON,6
2480,GA,BREMEN,3
2481,GA,BROOKHAVEN,2
2482,GA,BRUNSWICK,15
2483,GA,BUENA VISTA,1
2484,GA,BUFORD,47
2485,GA,BYRON,1
2486,GA,CAIRO,6
2487,GA,CALHOUN,71
2488,GA,CAMILLA,22
2489,GA,CANTON,21
2490,GA,CARROLLTON,104
2491,GA,CARROLTON,2
2492,GA,CARTERSVILLE,11
2493,GA,CEDARTOWN,3
2494,GA,CHAMBLEE,51
2495,GA,CHARLOTTE,1
2496,GA,CHATTANOOGA,1
2497,GA,CHICKAMAUGA,1
2498,GA,CLARKESVILLE,3
2499,GA,CLARKSTON,4
2500,GA,CLAXTON,2
2501,GA,CLEVELAND,2
2502,GA,COCHRAN,2
2503,GA,COLBERT,1
2504,GA,COLLEGE  PARK,1
2505,GA,COLLEGE PARK,29
2506,GA,COLQUITT,2
2507,GA,COLUMBUS,356
2508,GA,COMMERCE,13
2509,GA,CONYERS,136
2510,GA,CORDELE,22
2511,GA,CORDELLE,2
2512,GA,CORNELIA,3
2513,GA,COVINGTON,39
2514,GA,CRAWFORD,1
2515,GA,CRAWFORDVILLE,1
2516,GA,CUMING,1
2517,GA,CUMMING,3300
2518,GA,"CUMMING,",63
2519,GA,CUTHBERT,12
2520,GA,DACULA,2
2521,GA,DAHLONEGA,71
2522,GA,DALLAS,5
2523,GA,DALTON,115
2524,GA,DARIEN,6
2525,GA,DAVIE,1
2526,GA,DAWSONVILLE,9
2527,GA,DECATUR,267
2528,GA,DECATURE,2
2529,GA,DECATUR`,12
2530,GA,DEKALB,2
2531,GA,DEMOREST,3
2532,GA,DORAVILLE,52
2533,GA,DOUGLAS,2
2534,GA,DOUGLASVILLE,26
2535,GA,DUBLIN,10
2536,GA,DULLES,1
2537,GA,DULUT,2
2538,GA,DULUTH,4854
2539,GA,"DULUTH,",33
2540,GA,DUNWOODY,304
2541,GA,EAST DUBLIN,1
2542,GA,EAST POINT,26
2543,GA,EASTANOLLEE,8
2544,GA,EASTMAN,1
2545,GA,EATONTON,7
2546,GA,ELBERTON,12
2547,GA,ELLENWOOD,3
2548,GA,EVANS,10
2549,GA,FAIRBURN,7
2550,GA,FAYATTEVILLE,1
2551,GA,FAYETTEVILLE,268
2552,GA,FITZGERALD,1
2553,GA,FLOWERY BRANCH,35
2554,GA,FOREST PARK,9
2555,GA,FORT GAINES,3
2556,GA,FORT OGLETHORPE,1
2557,GA,FORT VALLEY,24
2558,GA,FRANKLIN SPRINGS,5
2559,GA,FT. VALLEY,6
2560,GA,GAINESVILLE,119
2561,GA,GAINSVILLE,1
2562,GA,GARFIELD,1
2563,GA,GILLSVILLE,1
2564,GA,GLENNVILLE,12
2565,GA,GLENVILLE,1
2566,GA,GRAY,3
2567,GA,GRAYSON,3
2568,GA,GREENSBORO,3
2569,GA,GRIFFIN,9
2570,GA,GROVETOWN,24
2571,GA,GUYTON,2
2572,GA,HAMPTON,9
2573,GA,HANOVER,1
2574,GA,HAPEVILLE,2
2575,GA,HARTWELL,2
2576,GA,HINESVILLE,1
2577,GA,HIRAM,4
2578,GA,HOGANSVILLE,13
2579,GA,HOMERVILLE,1
2580,GA,HOSCHTON,8
2581,GA,HULL,3
2582,GA,IRWINTON,2
2583,GA,JACKSON,4
2584,GA,JACKSONVILLE,1
2585,GA,JASPER,3
2586,GA,JEFFERSON,2
2587,GA,JESUP,1
2588,GA,JOHN'S CREEK,11
2589,GA,JOHNS CREECK,5
2590,GA,JOHNS CREEK,2260
2591,GA,JOHNS CREEK STATION DRIVE,1
2592,GA,JOHNSCREEK,3
2593,GA,JONESBORO,65
2594,GA,KENNESAW,979
2595,GA,KENNSAW,1
2596,GA,KINGSLAND,1
2597,GA,LA GRANGE,1
2598,GA,LAFAYETTE,2
2599,GA,LAGRANAGE,2
2600,GA,LAGRANGE,158
2601,GA,LAKE CITY,1
2602,GA,LAVONIA,24
2603,GA,LAWRENCE,2
2604,GA,LAWRENCEVILLE,1903
2605,GA,LAWRENCEVILLE GA,1
2606,GA,LAWRENCVILLE,1
2607,GA,LIBLURN,1
2608,GA,LILBURN,51
2609,GA,LITHIA SPRINGS,4
2610,GA,LITHONIA,11
2611,GA,LOGANVILLE,7
2612,GA,LOOKOUT MOUNTAIN,6
2613,GA,LOUISVILLE,32
2614,GA,LUMPKIN,6
2615,GA,LUVERNE,1
2616,GA,MABLETON,6
2617,GA,MACON,164
2618,GA,MADISON,3
2619,GA,MARIETTA,941
2620,GA,"MARIETTA,",2
2621,GA,MARTINEZ,3
2622,GA,MCCAYSVILLE,2
2623,GA,MCDONOUGH,24
2624,GA,MIAMI,1
2625,GA,MIDWAY,3
2626,GA,MILLEDGEVILLE,35
2627,GA,MILLEN,4
2628,GA,MILTON,17
2629,GA,MONROE,3
2630,GA,MORGAN,5
2631,GA,MORGANTON,1
2632,GA,MORROW,525
2633,GA,MOULTRIE,10
2634,GA,MOUNT BERRY,3
2635,GA,MOUNT VERNON,1
2636,GA,NEW YORK,1
2637,GA,NEWMAN,1
2638,GA,NEWNAN,47
2639,GA,NEWTON,1
2640,GA,NORCORSS,47
2641,GA,NORCOSS,1
2642,GA,NORCROSS,5366
2643,GA,NORCROSSS,1
2644,GA,NORTHCROSS,1
2645,GA,OAKWOOD,11
2646,GA,OCILLA,5
2647,GA,PEACHTREE CITY,116
2648,GA,PEACHTREE CITY GEORGIA,1
2649,GA,PEACHTREE CORNERS,91
2650,GA,PELHAM,2
2651,GA,PENDERGRASS,1
2652,GA,PERRY,1
2653,GA,PISCATWAY,2
2654,GA,POOLER,15
2655,GA,POWDER SPRINGS,4
2656,GA,PRESTON,1
2657,GA,PRINCETON,1
2658,GA,PROVINCETOWN,1
2659,GA,QUITMAN,5
2660,GA,RABUN GAP,7
2661,GA,RESTON,1
2662,GA,RICEBORO,4
2663,GA,RICHLAND,5
2664,GA,RICHMIND HILL,2
2665,GA,RICHMOND HILL,3
2666,GA,RINCON,23
2667,GA,RIVERDALE,5
2668,GA,ROBERTA,2
2669,GA,ROME,44
2670,GA,ROSEWELL,23
2671,GA,ROSSVILLE,3
2672,GA,ROSWELL,1407
2673,GA,ROYSTON,2
2674,GA,SANDERSVILLE,3
2675,GA,SANDY SPRINGS,175
2676,GA,SARDIS,1
2677,GA,SAVANAH,1
2678,GA,SAVANNAH,927
2679,GA,SHARPSBURG,2
2680,GA,SMYRNA,113
2681,GA,SNELLVILLE,41
2682,GA,SNELVILLE,1
2683,GA,SOCIAL CIRCLE,1
2684,GA,SPARTA,7
2685,GA,SPRINGFIELD,4
2686,GA,ST. MARYS,2
2687,GA,STATESBORO,141
2688,GA,STATHAM,3
2689,GA,STE 250 B,1
2690,GA,STOCKBRIDE,1
2691,GA,STOCKBRIDGE,33
2692,GA,STONE MOUNTAIN,69
2693,GA,STONE MOUTAIN,1
2694,GA,STONE MTN,2
2695,GA,SUGAR HILL,42
2696,GA,SUITE 100,1
2697,GA,SUITE 500,1
2698,GA,SUWANEE,3657
2699,GA,SUWANNE,6
2700,GA,SUWANNEE,9
2701,GA,SWAINSBORO,11
2702,GA,SWAINSOBORO,1
2703,GA,SWUANEE,2
2704,GA,SYLVANIA,2
2705,GA,TALBOTTON,3
2706,GA,TALLULAH FALLS,2
2707,GA,TATE,2
2708,GA,TEMPLE,2
2709,GA,THOMASVILLE,29
2710,GA,THOMSON,1
2711,GA,TIFTON,14
2712,GA,TOCCOA,1
2713,GA,TOWNSEND,1
2714,GA,TRENTON,3
2715,GA,TUCKER,686
2716,GA,TYRONE,5
2717,GA,UNION CITY,2
2718,GA,UNION POINT,2
2719,GA,VALDOSTA,69
2720,GA,VIDALIA,3
2721,GA,WALESKA,3
2722,GA,WARNER ROBBINS,1
2723,GA,WARNER ROBINS,31
2724,GA,WARRENTON,4
2725,GA,WASHINGTON,7
2726,GA,WATKINSVILLE,3
2727,GA,WAYCROSS,8
2728,GA,WAYNESBORO,13
2729,GA,WEST POINT,78
2730,GA,WHITE,10
2731,GA,WILLAMSON,1
2732,GA,WINDER,15
2733,GA,WINSTON,1
2734,GA,WINTERVILLE,7
2735,GA,WOODSTOCK,308
2736,GA,YOUNG HARRIS,8
2737,GU,AGANA,2
2738,GU,AGAT,3
2739,GU,BARRIGADA,176
2740,GU,COMETE CENTER TUMON,1
2741,GU,DEDEDO,56
2742,GU,GMF BARRIGADA,1
2743,GU,HAGATNA,54
2744,GU,HARMON,1
2745,GU,IPAN TALOFOFO,1
2746,GU,MAITE,9
2747,GU,MANGILAO,27
2748,GU,PITI,9
2749,GU,SINAJANA,6
2750,GU,TAMUNING,364
2751,GU,TUMON,30
2752,GU,UPPER TUMON,3
2753,GU,YIGO,7
2754,GU,YONA,1
2755,HI,AIEA,18
2756,HI,ALEA,1
2757,HI,CAPTAIN COOK,1
2758,HI,EWA BEACH,7
2759,HI,HAIKU,3
2760,HI,HALEIWA,3
2761,HI,HILO,45
2762,HI,HOLULOA,1
2763,HI,HONOLUKU,1
2764,HI,HONOLULU,1320
2765,HI,HONOULLU,2
2766,HI,KAHULUI,20
2767,HI,KAILUA,6
2768,HI,KAILUA KONA,12
2769,HI,KAILUA-KONA,11
2770,HI,KALAHEO,3
2771,HI,KAMUELA,15
2772,HI,KANEOHE,7
2773,HI,KAPAA,2
2774,HI,KAPOLEI,26
2775,HI,KAUNAKAKAI,2
2776,HI,KEALAKEKUA,3
2777,HI,KEKAHA,2
2778,HI,KIHEI,2
2779,HI,KILAUEA,1
2780,HI,KONA,1
2781,HI,KUNIA,3
2782,HI,LAHAINA,8
2783,HI,LAIE,13
2784,HI,MAKAWAO,1
2785,HI,MAUI,1
2786,HI,MILILANI,7
2787,HI,NA'ALEHU,1
2788,HI,PEARL CITY,1
2789,HI,PRINCEVILLE,1
2790,HI,"PRINCEVILLE, KAUA'I",2
2791,HI,VOLCANO,4
2792,HI,WAHIAWA,2
2793,HI,WAIANAE,4
2794,HI,WAIKOLOA,1
2795,HI,WAILEA,4
2796,HI,WAILUKU,1
2797,HI,WAIMANALO,12
2798,HI,WAIPAHU,9
2799,IA,ADEL,1
2800,IA,ALGONA,6
2801,IA,AMES,1045
2802,IA,ANITA,1
2803,IA,ANKENY,5
2804,IA,ATLANTIC,1
2805,IA,BANCROFT,1
2806,IA,BETTENDORF,28
2807,IA,BLAIRSBURG,3
2808,IA,BONDURANT,4
2809,IA,BOONE,6
2810,IA,BROOKLYN,2
2811,IA,BURLINGTON,4
2812,IA,CALMAR,5
2813,IA,CALUMET,1
2814,IA,CARROLL,1
2815,IA,CEDAR FALLS,96
2816,IA,CEDAR RAPIDS,1521
2817,IA,CENTERVILLE,3
2818,IA,CENTRAL CITY,2
2819,IA,CHARLES CITY,18
2820,IA,CLARINDA,5
2821,IA,CLARION,22
2822,IA,CLAYTON,2
2823,IA,CLEAR LAKE,18
2824,IA,CLINTON,9
2825,IA,CLIVE,542
2826,IA,CORALVILLE,56
2827,IA,CORYDON,3
2828,IA,COUNCIL BLUFFS,12
2829,IA,CRESTON,2
2830,IA,DAVENPORT,149
2831,IA,DECORAH,11
2832,IA,DES MOIES,1
2833,IA,DES MOINES,823
2834,IA,DESMOINES,2
2835,IA,DUBEQUE,3
2836,IA,DUBUQUE,192
2837,IA,DURANT,2
2838,IA,DYERSVILLE,3
2839,IA,ELDORA,1
2840,IA,ELGIN,2
2841,IA,EMMETSBURG,2
2842,IA,EPWORTH,1
2843,IA,FAIRFIELD,115
2844,IA,FARLEY,1
2845,IA,FAYETTE,3
2846,IA,FLOYD,1
2847,IA,FOREST CITY,3
2848,IA,FORT DODGE,51
2849,IA,FREDERICKSBURG,1
2850,IA,GAINESVILLE,1
2851,IA,GILMAN,1
2852,IA,GLENWOOD,4
2853,IA,GREENFIELD,3
2854,IA,GRIMES,3
2855,IA,GRINNELL,32
2856,IA,GRUNDY CENTER,1
2857,IA,HAMBURG,1
2858,IA,HAMPTON,2
2859,IA,HARLAN,1
2860,IA,HARTLEY,2
2861,IA,HIAWATHA,11
2862,IA,HOLSTEIN,5
2863,IA,HULL,1
2864,IA,IDA GROVE,2
2865,IA,INDIANOLA,8
2866,IA,INWOOD,2
2867,IA,IOWA CITY,1260
2868,IA,IOWA FALLS,4
2869,IA,JANESVILLE,2
2870,IA,JEFFERSON,2
2871,IA,JHONSTON,3
2872,IA,JOHNSTON,454
2873,IA,KEOKUK,10
2874,IA,KEOSAUQUA,6
2875,IA,LAMONI,14
2876,IA,LAWTON,1
2877,IA,LE MARS,16
2878,IA,LEMARS,1
2879,IA,LEON,4
2880,IA,MANCHESTER,2
2881,IA,MARENGO,1
2882,IA,MARION,18
2883,IA,MARSHALLTOWN,18
2884,IA,MASON CITY,74
2885,IA,MEDIAPOLIS,1
2886,IA,MONDAMIN,1
2887,IA,MONTEZUMA,3
2888,IA,MOUNT AYR,7
2889,IA,MOUNT VERNON,5
2890,IA,MT. PLEASANT,3
2891,IA,MT. VERNON,1
2892,IA,MUSCATINE,121
2893,IA,NAPERVILLE,1
2894,IA,NEW HAMPTON,1
2895,IA,NEWTON,2
2896,IA,NORTH ENGLISH,3
2897,IA,NORTH LIBERTY,123
2898,IA,NORTHWOOD,1
2899,IA,OAKLAND,1
2900,IA,OKOBOJI,2
2901,IA,ORANGE CITY,7
2902,IA,OSCEOLA,1
2903,IA,OSKALOOSA,16
2904,IA,OTTUMWA,8
2905,IA,PELLA,54
2906,IA,PLEASANT HILL,2
2907,IA,PRAIRIE CITY,1
2908,IA,RED OAK,2
2909,IA,ROCK VALLEY,1
2910,IA,SAINT CHARLES,1
2911,IA,SCHAUMBURG,1
2912,IA,SERGEANT BLUFF,5
2913,IA,SHEFFIELD,4
2914,IA,SHENANDOAH,6
2915,IA,SIGOURNEY,4
2916,IA,SIOUX CENTER,17
2917,IA,SIOUX CITY,81
2918,IA,SPENCER,3
2919,IA,SPIRIT LAKE,4
2920,IA,ST CHARLES,3
2921,IA,STORM LAKE,9
2922,IA,STORY CITY,8
2923,IA,STUART,1
2924,IA,TREYNOR,1
2925,IA,URBANA,1
2926,IA,URBANDALE,377
2927,IA,VICTOR,6
2928,IA,W. DES MOINES,62
2929,IA,WASHINGTON,2
2930,IA,WATERLOO,100
2931,IA,WAUKEE,93
2932,IA,WAVERLY,10
2933,IA,WAYLAND,1
2934,IA,WDSM,1
2935,IA,WEBSTER CITY,4
2936,IA,WELLMAN,1
2937,IA,WESBTER CITY,1
2938,IA,WEST BRANCH,3
2939,IA,WEST BURLINGTON,41
2940,IA,WEST DEMOINES,11
2941,IA,WEST DES MOINES,1594
2942,IA,WEST DES MOINS,4
2943,IA,WEST DESMOINES,2
2944,IA,WEST DFES MOINES,1
2945,IA,WESTDES MOINES,1
2946,IA,WEVER,12
2947,IA,WILLIAMSBURG,2
2948,IA,WINSTON SALEM,1
2949,IA,WINTERSET,1
2950,IA,WOODBINE,3
2951,IA,WWEST DES MOINES,1
2952,ID,AMERICAN FALLS,1
2953,ID,AMMON,1
2954,ID,ATHOL,1
2955,ID,BLACKFOOT,11
2956,ID,BOISE,2363
2957,ID,BONNERS FERRY,2
2958,ID,BUHL,2
2959,ID,CALDWELL,5
2960,ID,COEUR D' ALENE,1
2961,ID,COEUR D'ALENE,15
2962,ID,COTTONWOOD,1
2963,ID,DESMET,2
2964,ID,DORAL,1
2965,ID,EAGKE,1
2966,ID,EAGLE,8
2967,ID,EDEN,1
2968,ID,GARDEN CITY,2
2969,ID,GRANGEVILLE,1
2970,ID,HAILEY,42
2971,ID,HAYDEN,3
2972,ID,IDAHO FALLS,160
2973,ID,JEROME,2
2974,ID,KELLOGG,1
2975,ID,KETCHUM,9
2976,ID,KIMBERLY ROAD,1
2977,ID,LEWISTON,1
2978,ID,MCCALL,1
2979,ID,MERIDIAN,37
2980,ID,MOSCOW,139
2981,ID,MOUNTAIN HOME,1
2982,ID,NAMPA,13
2983,ID,NEW PLYMOUTH,15
2984,ID,PARMA,17
2985,ID,PLUMMER,1
2986,ID,POCATELLO,95
2987,ID,POST FALLS,6
2988,ID,REXBURG,8
2989,ID,RIGBY,7
2990,ID,SANDPOINT,16
2991,ID,SCHAUMBURG,1
2992,ID,SUN VALLEY,5
2993,ID,TWIN FALLS,24
2994,ID,VICTOR,1
2995,IL,316 WEST UNIVERSITY DRIVE,1
2996,IL,400 SKOKIE,1
2997,IL,60606,2
2998,IL,ABBOT PARK,1
2999,IL,ABBOTT PARIL,1
3000,IL,ABBOTT PARK,642
3001,IL,ADDISION,3
3002,IL,ADDISON,112
3003,IL,ALBION,2
3004,IL,ALGONGUIN,1
3005,IL,ALGONQUIN,13
3006,IL,ALSIP,20
3007,IL,ALTAMONT,2
3008,IL,ALTON,9
3009,IL,ANNA,2
3010,IL,ARCOLA,3
3011,IL,ARGONNE,127
3012,IL,ARLIGTON HEIGHTS,4
3013,IL,ARLIINGTON HEIGHTS,1
3014,IL,ARLINGTON HEIGHTS,4044
3015,IL,ARLINGTON HTS,4
3016,IL,ARTHUR,1
3017,IL,ASHTON,3
3018,IL,ASSUMPTION,3
3019,IL,ATASCA,69
3020,IL,ATHENS,1
3021,IL,AUBURN,1
3022,IL,AURORA,1592
3023,IL,BANNOCKBURN,105
3024,IL,BARRINGTON,132
3025,IL,BARRY,2
3026,IL,BARTLET,1
3027,IL,BARTLETT,49
3028,IL,BATAVIA,337
3029,IL,BEDFORD PARK,15
3030,IL,BELLEVILLE,11
3031,IL,BELLWOOD,12
3032,IL,BELOIT,1
3033,IL,BELVIDERE,16
3034,IL,BENSENVILLE,178
3035,IL,"BENSENVILLE, IL",1
3036,IL,BENTON,2
3037,IL,BERKELEY,3
3038,IL,BERWYN,10
3039,IL,BETTENDORF,2
3040,IL,BLOOMIGTON,1
3041,IL,BLOOMINGDALE,245
3042,IL,BLOOMINGTON,1283
3043,IL,BLOOMINTON,1
3044,IL,BLUE ISLAND,10
3045,IL,BOLING BROOK,49
3046,IL,BOLINGBROOK,382
3047,IL,BOURBONNAIS,16
3048,IL,BRADLEY,8
3049,IL,BRENTWOOD,1
3050,IL,BRIDGEVIEW,12
3051,IL,BRIMFIELD,2
3052,IL,BROADVIEW,15
3053,IL,BROOKFIELD,6
3054,IL,BUFFALO GROVE,695
3055,IL,BUR RIDGE,1
3056,IL,BURBANK,2
3057,IL,BURLINGTON,1
3058,IL,BURR RIDGE,366
3059,IL,BYRON,3
3060,IL,CAHOKIA,7
3061,IL,CAIRO,2
3062,IL,CALUMET CITY,3
3063,IL,CALUMET PARK,2
3064,IL,CAMP POINT,1
3065,IL,CARBONDALE,274
3066,IL,CARLINVILLE,7
3067,IL,CARLYLE,10
3068,IL,CARMEL,1
3069,IL,CAROL STREAM,47
3070,IL,"CAROL STREAM,",1
3071,IL,CAROL STREAMS,1
3072,IL,CARPENTERSVILLE,54
3073,IL,CARROLLTON,2
3074,IL,CARTERVILLE,8
3075,IL,CARTHAGE,4
3076,IL,CARY,3
3077,IL,CASEYVILLE,1
3078,IL,CENTENNIAL,1
3079,IL,CENTRALIA,3
3080,IL,CERRO GORDO,1
3081,IL,CHAMPAIGN,428
3082,IL,CHANNAHON,21
3083,IL,CHANNAHONA,1
3084,IL,CHANNOHAN,1
3085,IL,CHARLESTON,22
3086,IL,CHATHAM,4
3087,IL,CHENOA,1
3088,IL,CHERRY VALLEY,13
3089,IL,CHIAGO,1
3090,IL,CHICACO,1
3091,IL,CHICAG,1
3092,IL,CHICAG0,2
3093,IL,CHICAGAO,2
3094,IL,CHICAGO,94391
3095,IL,CHICAGO HEIGHTS,17
3096,IL,CHICAGO RIDGE,23
3097,IL,"CHICAGO, IL 60611",1
3098,IL,"CHICAGO, ILLINOIS 60631",1
3099,IL,CHICAGOI,1
3100,IL,CHICAHO,1
3101,IL,CHICAO,2
3102,IL,CHICGAO,3
3103,IL,CHICGO,1
3104,IL,CICERO,27
3105,IL,CLARENDON,1
3106,IL,CLARENDON HILLS,6
3107,IL,CLINTON,2
3108,IL,COLLINSVILLE,1
3109,IL,COLUMBIA,28
3110,IL,COUNTRYSIDE,7
3111,IL,CREST HILL,5
3112,IL,CRESTWOOD,1
3113,IL,CRETE,2
3114,IL,CRYSTAL LAKE,61
3115,IL,DANVILLE,31
3116,IL,DARIEN,34
3117,IL,DECATUR,316
3118,IL,DEEFIELD,2
3119,IL,DEER PARK,27
3120,IL,DEERFIELD,1108
3121,IL,DEKALB,138
3122,IL,DES MOINES,1
3123,IL,DES PLAINES,727
3124,IL,DES PLAINS,29
3125,IL,DESPLAINES,1
3126,IL,DIXON,24
3127,IL,DOLTON,1
3128,IL,DOWNER'S GROVE,1
3129,IL,DOWNERS GROVE,1103
3130,IL,DU QUOIN,1
3131,IL,DUNLAP,7
3132,IL,DUPO,5
3133,IL,EAST DUBUQUE,3
3134,IL,EAST DUNDEE,54
3135,IL,EAST MOLINE,2604
3136,IL,EAST PEORIA,219
3137,IL,EAST ST. LOUIS,9
3138,IL,EDWARDSVILLE,74
3139,IL,EFFINGHAM,37
3140,IL,EGLIN,1
3141,IL,ELDORADO,3
3142,IL,ELGIN,477
3143,IL,ELK GROVE,16
3144,IL,ELK GROVE TOWNSHIP,1
3145,IL,ELK GROVE VILLAGE,620
3146,IL,ELMHURST,126
3147,IL,ELMWOOD PARK,3
3148,IL,EQUALITY,3
3149,IL,ERIE,1
3150,IL,EUREKA,4
3151,IL,EVANSON,2
3152,IL,EVANSTON,2603
3153,IL,EVANTSON,5
3154,IL,EVERGREEN PARK,7
3155,IL,FAIRFIELD,3
3156,IL,FLORA,3
3157,IL,FLOSSMOOR,19
3158,IL,FOREST PARK,6
3159,IL,FOX LAKE,2
3160,IL,FOX RIVER GROVE,11
3161,IL,FRANKFORT,30
3162,IL,FRANKLIN PARK,51
3163,IL,FREEPORT,18
3164,IL,FREMONT,1
3165,IL,GALENA,1
3166,IL,GALESBURG,33
3167,IL,GENESEO,6
3168,IL,GENEVA,19
3169,IL,GERMANTOWN HILLS,4
3170,IL,GIBSON CITY,1
3171,IL,GILMAN,1
3172,IL,GLEN CARBON,4
3173,IL,GLEN ELLYN,431
3174,IL,GLENCOE,10
3175,IL,GLENDALE HEIGHTS,70
3176,IL,GLENVIEW,249
3177,IL,GLENWOOD,28
3178,IL,GODFREY,1
3179,IL,GRANITE CITY,10
3180,IL,GRANVILLE,2
3181,IL,GRAYSLAKE,18
3182,IL,GREENVILLE,8
3183,IL,GREENWOOD,2
3184,IL,GRIDLEY,2
3185,IL,GTON HEIGHTS,1
3186,IL,GURNEE,80
3187,IL,HAMPSHIRE,105
3188,IL,HANOVER PARK,11
3189,IL,"HANOVER PARK, IL",1
3190,IL,HARDWOOD HEIGHTS,1
3191,IL,HARRISBURG,1
3192,IL,HARVARD,3
3193,IL,HARVEY,22
3194,IL,HARWOOD HEIGHTS,4
3195,IL,HAVANA,2
3196,IL,HAWTHORN WOODS,10
3197,IL,HAZEL CREST,11
3198,IL,HERNDON,2
3199,IL,HERRIN,5
3200,IL,HICKORY HILLS,13
3201,IL,HICKORY HILSS,1
3202,IL,HIGHLAND,2
3203,IL,HIGHLAND PARK,58
3204,IL,HILLSIDE,27
3205,IL,HINDSDALE,2
3206,IL,HINES,3
3207,IL,HINSDALE,62
3208,IL,HODGKINS,1
3209,IL,HOFFMAN ESTATE,24
3210,IL,HOFFMAN ESTATES,2762
3211,IL,HOFFMANN ESTATES,1
3212,IL,HOLLISTON,1
3213,IL,HOMEWOOD,34
3214,IL,HOOPESTON,1
3215,IL,HOUSTON,2
3216,IL,HUME,1
3217,IL,HUNTLEY,8
3218,IL,INDIANAPOLIS,3
3219,IL,INVERNESS,7
3220,IL,ITASCA,899
3221,IL,JACKSONVILLE,23
3222,IL,JOHNSBURG,2
3223,IL,JOILET,1
3224,IL,JOLIET,64
3225,IL,JUSTICE,31
3226,IL,KANKAKEE,31
3227,IL,KEWANEE,1
3228,IL,KILDEER,46
3229,IL,KINGSTON,1
3230,IL,LA FOX,2
3231,IL,LA GRANGE,66
3232,IL,LA PORTE,1
3233,IL,LAGRANGE,51
3234,IL,LAGRANGE PARK,1
3235,IL,LAKE BARRINGTON,3
3236,IL,LAKE BLUFF,8
3237,IL,LAKE FORESH,3
3238,IL,LAKE FOREST,863
3239,IL,LAKE IN THE HILLS,41
3240,IL,LAKE VILLA,11
3241,IL,LAKE ZURICH,169
